Outdoor Drybulb Temperature [C],Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Relative Humidity [%],12h Prediction Relative Humidity [%],24h Prediction Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
21.7,68.0,615.0,680.0,18.9,18.9,20.6,81.0,70.0,73.0,0.0,0.0,615.0,0.0,0.0,693.0
20.6,70.0,385.0,438.0,18.9,19.4,20.6,81.0,66.0,70.0,0.0,0.0,420.0,0.0,0.0,570.0
19.4,79.0,189.0,199.0,17.8,20.0,20.0,84.0,63.0,70.0,0.0,4.0,219.0,0.0,0.0,289.0
18.9,75.0,13.0,71.0,18.9,19.4,19.4,78.0,66.0,76.0,0.0,116.0,14.0,0.0,83.0,99.0
18.9,75.0,0.0,0.0,18.9,20.0,18.9,78.0,63.0,78.0,0.0,269.0,0.0,0.0,114.0,0.0
18.9,81.0,0.0,0.0,18.9,21.1,18.9,75.0,59.0,78.0,0.0,442.0,0.0,0.0,239.0,0.0
18.9,81.0,0.0,0.0,18.9,21.1,18.9,70.0,68.0,78.0,0.0,771.0,0.0,0.0,710.0,0.0
18.9,81.0,0.0,0.0,19.4,21.7,18.3,66.0,63.0,87.0,0.0,891.0,0.0,0.0,810.0,0.0
17.8,84.0,0.0,0.0,20.0,22.2,18.9,63.0,59.0,78.0,4.0,952.0,0.0,0.0,815.0,0.0
18.9,78.0,0.0,0.0,19.4,22.2,17.8,66.0,61.0,84.0,116.0,949.0,0.0,83.0,819.0,0.0
18.9,78.0,0.0,0.0,20.0,21.7,17.8,63.0,66.0,84.0,269.0,890.0,0.0,114.0,813.0,0.0
18.9,75.0,0.0,0.0,21.1,21.1,18.3,59.0,71.0,81.0,442.0,780.0,0.0,239.0,772.0,0.0
18.9,70.0,0.0,0.0,21.1,20.6,17.8,68.0,73.0,80.0,771.0,615.0,0.0,710.0,693.0,0.0
19.4,66.0,0.0,0.0,21.7,20.6,17.8,63.0,70.0,80.0,891.0,420.0,0.0,810.0,570.0,0.0
20.0,63.0,4.0,0.0,22.2,20.0,18.3,59.0,70.0,78.0,952.0,219.0,15.0,815.0,289.0,70.0
19.4,66.0,116.0,83.0,22.2,19.4,19.4,61.0,76.0,73.0,949.0,14.0,100.0,819.0,99.0,42.0
20.0,63.0,269.0,114.0,21.7,18.9,20.6,66.0,78.0,68.0,890.0,0.0,221.0,813.0,0.0,45.0
21.1,59.0,442.0,239.0,21.1,18.9,20.0,71.0,78.0,73.0,780.0,0.0,291.0,772.0,0.0,58.0
21.1,68.0,771.0,710.0,20.6,18.9,20.6,73.0,78.0,70.0,615.0,0.0,705.0,693.0,0.0,491.0
21.7,63.0,891.0,810.0,20.6,18.3,21.7,70.0,87.0,66.0,420.0,0.0,856.0,570.0,0.0,685.0
22.2,59.0,952.0,815.0,20.0,18.9,21.7,70.0,78.0,66.0,219.0,0.0,917.0,289.0,0.0,701.0
22.2,61.0,949.0,819.0,19.4,17.8,21.7,76.0,84.0,63.0,14.0,0.0,924.0,99.0,0.0,741.0
21.7,66.0,890.0,813.0,18.9,17.8,21.7,78.0,84.0,63.0,0.0,0.0,877.0,0.0,0.0,764.0
21.1,71.0,780.0,772.0,18.9,18.3,21.7,78.0,81.0,68.0,0.0,0.0,773.0,0.0,0.0,772.0
20.6,73.0,615.0,693.0,18.9,17.8,21.1,78.0,80.0,68.0,0.0,0.0,609.0,0.0,0.0,693.0
20.6,70.0,420.0,570.0,18.3,17.8,21.1,87.0,80.0,71.0,0.0,0.0,421.0,0.0,0.0,564.0
20.0,70.0,219.0,289.0,18.9,18.3,21.1,78.0,78.0,66.0,0.0,15.0,223.0,0.0,70.0,283.0
19.4,76.0,14.0,99.0,17.8,19.4,20.0,84.0,73.0,70.0,0.0,100.0,12.0,0.0,42.0,93.0
18.9,78.0,0.0,0.0,17.8,20.6,19.4,84.0,68.0,79.0,0.0,221.0,0.0,0.0,45.0,0.0
18.9,78.0,0.0,0.0,18.3,20.0,18.9,81.0,73.0,81.0,0.0,291.0,0.0,0.0,58.0,0.0
18.9,78.0,0.0,0.0,17.8,20.6,18.9,80.0,70.0,81.0,0.0,705.0,0.0,0.0,491.0,0.0
18.3,87.0,0.0,0.0,17.8,21.7,19.4,80.0,66.0,76.0,0.0,856.0,0.0,0.0,685.0,0.0
18.9,78.0,0.0,0.0,18.3,21.7,20.0,78.0,66.0,76.0,15.0,917.0,0.0,70.0,701.0,0.0
17.8,84.0,0.0,0.0,19.4,21.7,18.9,73.0,63.0,78.0,100.0,924.0,0.0,42.0,741.0,0.0
17.8,84.0,0.0,0.0,20.6,21.7,18.9,68.0,63.0,78.0,221.0,877.0,0.0,45.0,764.0,0.0
18.3,81.0,0.0,0.0,20.0,21.7,18.9,73.0,68.0,78.0,291.0,773.0,0.0,58.0,772.0,0.0
17.8,80.0,0.0,0.0,20.6,21.1,18.9,70.0,68.0,78.0,705.0,609.0,0.0,491.0,693.0,0.0
17.8,80.0,0.0,0.0,21.7,21.1,18.3,66.0,71.0,81.0,856.0,421.0,0.0,685.0,564.0,0.0
18.3,78.0,15.0,70.0,21.7,21.1,18.9,66.0,66.0,78.0,917.0,223.0,16.0,701.0,283.0,106.0
19.4,73.0,100.0,42.0,21.7,20.0,20.0,63.0,70.0,73.0,924.0,12.0,189.0,741.0,93.0,452.0
20.6,68.0,221.0,45.0,21.7,19.4,21.7,63.0,79.0,66.0,877.0,0.0,400.0,764.0,0.0,629.0
20.0,73.0,291.0,58.0,21.7,18.9,22.8,68.0,81.0,66.0,773.0,0.0,603.0,772.0,0.0,735.0
20.6,70.0,705.0,491.0,21.1,18.9,23.3,68.0,81.0,64.0,609.0,0.0,766.0,693.0,0.0,792.0
21.7,66.0,856.0,685.0,21.1,19.4,23.3,71.0,76.0,64.0,421.0,0.0,885.0,564.0,0.0,810.0
21.7,66.0,917.0,701.0,21.1,20.0,22.8,66.0,76.0,66.0,223.0,0.0,947.0,283.0,0.0,815.0
21.7,63.0,924.0,741.0,20.0,18.9,22.8,70.0,78.0,68.0,12.0,0.0,949.0,93.0,0.0,819.0
21.7,63.0,877.0,764.0,19.4,18.9,22.8,79.0,78.0,68.0,0.0,0.0,890.0,0.0,0.0,813.0
21.7,68.0,773.0,772.0,18.9,18.9,22.8,81.0,78.0,68.0,0.0,0.0,774.0,0.0,0.0,766.0
21.1,68.0,609.0,693.0,18.9,18.9,22.8,81.0,78.0,61.0,0.0,0.0,602.0,0.0,0.0,675.0
21.1,71.0,421.0,564.0,19.4,18.3,21.7,76.0,81.0,68.0,0.0,0.0,397.0,0.0,0.0,552.0
21.1,66.0,223.0,283.0,20.0,18.9,21.1,76.0,78.0,71.0,0.0,16.0,213.0,0.0,106.0,277.0
20.0,70.0,12.0,93.0,18.9,20.0,20.6,78.0,73.0,73.0,0.0,189.0,11.0,0.0,452.0,87.0
19.4,79.0,0.0,0.0,18.9,21.7,20.6,78.0,66.0,75.0,0.0,400.0,0.0,0.0,629.0,0.0
18.9,81.0,0.0,0.0,18.9,22.8,20.6,78.0,66.0,75.0,0.0,603.0,0.0,0.0,735.0,0.0
18.9,81.0,0.0,0.0,18.9,23.3,20.0,78.0,64.0,84.0,0.0,766.0,0.0,0.0,792.0,0.0
19.4,76.0,0.0,0.0,18.3,23.3,20.0,81.0,64.0,78.0,0.0,885.0,0.0,0.0,810.0,0.0
20.0,76.0,0.0,0.0,18.9,22.8,20.0,78.0,66.0,81.0,16.0,947.0,0.0,106.0,815.0,0.0
18.9,78.0,0.0,0.0,20.0,22.8,20.0,73.0,68.0,76.0,189.0,949.0,0.0,452.0,819.0,0.0
18.9,78.0,0.0,0.0,21.7,22.8,20.0,66.0,68.0,76.0,400.0,890.0,0.0,629.0,813.0,0.0
18.9,78.0,0.0,0.0,22.8,22.8,19.4,66.0,68.0,84.0,603.0,774.0,0.0,735.0,766.0,0.0
18.9,78.0,0.0,0.0,23.3,22.8,18.9,64.0,61.0,84.0,766.0,602.0,0.0,792.0,675.0,0.0
18.3,81.0,0.0,0.0,23.3,21.7,18.9,64.0,68.0,84.0,885.0,397.0,0.0,810.0,552.0,0.0
18.9,78.0,16.0,106.0,22.8,21.1,19.4,66.0,71.0,81.0,947.0,213.0,13.0,815.0,277.0,98.0
20.0,73.0,189.0,452.0,22.8,20.6,20.6,68.0,73.0,78.0,949.0,11.0,188.0,819.0,87.0,425.0
21.7,66.0,400.0,629.0,22.8,20.6,22.2,68.0,75.0,71.0,890.0,0.0,395.0,813.0,0.0,629.0
22.8,66.0,603.0,735.0,22.8,20.6,23.9,68.0,75.0,62.0,774.0,0.0,602.0,766.0,0.0,712.0
23.3,64.0,766.0,792.0,22.8,20.0,23.3,61.0,84.0,71.0,602.0,0.0,721.0,675.0,0.0,591.0
23.3,64.0,885.0,810.0,21.7,20.0,24.4,68.0,78.0,64.0,397.0,0.0,885.0,552.0,0.0,787.0
22.8,66.0,947.0,815.0,21.1,20.0,23.3,71.0,81.0,69.0,213.0,0.0,947.0,277.0,0.0,815.0
22.8,68.0,949.0,819.0,20.6,20.0,23.3,73.0,76.0,66.0,11.0,0.0,943.0,87.0,0.0,783.0
22.8,68.0,890.0,813.0,20.6,20.0,22.8,75.0,76.0,71.0,0.0,0.0,833.0,0.0,0.0,606.0
22.8,68.0,774.0,766.0,20.6,19.4,22.8,75.0,84.0,71.0,0.0,0.0,768.0,0.0,0.0,747.0
22.8,61.0,602.0,675.0,20.0,18.9,22.2,84.0,84.0,73.0,0.0,0.0,611.0,0.0,0.0,687.0
21.7,68.0,397.0,552.0,20.0,18.9,22.2,78.0,84.0,68.0,0.0,0.0,416.0,0.0,0.0,467.0
21.1,71.0,213.0,277.0,20.0,19.4,21.1,81.0,81.0,68.0,0.0,13.0,145.0,0.0,98.0,66.0
20.6,73.0,11.0,87.0,20.0,20.6,20.6,76.0,78.0,73.0,0.0,188.0,6.0,0.0,425.0,20.0
20.6,75.0,0.0,0.0,20.0,22.2,20.6,76.0,71.0,75.0,0.0,395.0,0.0,0.0,629.0,0.0
20.6,75.0,0.0,0.0,19.4,23.9,20.6,84.0,62.0,78.0,0.0,602.0,0.0,0.0,712.0,0.0
20.0,84.0,0.0,0.0,18.9,23.3,20.6,84.0,71.0,78.0,0.0,721.0,0.0,0.0,591.0,0.0
20.0,78.0,0.0,0.0,18.9,24.4,20.0,84.0,64.0,84.0,0.0,885.0,0.0,0.0,787.0,0.0
20.0,81.0,0.0,0.0,19.4,23.3,18.9,81.0,69.0,84.0,13.0,947.0,0.0,98.0,815.0,0.0
20.0,76.0,0.0,0.0,20.6,23.3,20.0,78.0,66.0,81.0,188.0,943.0,0.0,425.0,783.0,0.0
20.0,76.0,0.0,0.0,22.2,22.8,19.4,71.0,71.0,84.0,395.0,833.0,0.0,629.0,606.0,0.0
19.4,84.0,0.0,0.0,23.9,22.8,19.4,62.0,71.0,84.0,602.0,768.0,0.0,712.0,747.0,0.0
18.9,84.0,0.0,0.0,23.3,22.2,19.4,71.0,73.0,81.0,721.0,611.0,0.0,591.0,687.0,0.0
18.9,84.0,0.0,0.0,24.4,22.2,19.0,64.0,68.0,83.0,885.0,416.0,0.0,787.0,467.0,0.0
19.4,81.0,13.0,98.0,23.3,21.1,19.4,69.0,68.0,81.0,947.0,145.0,6.0,815.0,66.0,0.0
20.6,78.0,188.0,425.0,23.3,20.6,19.4,66.0,73.0,81.0,943.0,6.0,48.0,783.0,20.0,0.0
22.2,71.0,395.0,629.0,22.8,20.6,20.0,71.0,75.0,81.0,833.0,0.0,103.0,606.0,0.0,0.0
23.9,62.0,602.0,712.0,22.8,20.6,20.6,71.0,78.0,78.0,768.0,0.0,285.0,747.0,0.0,58.0
23.3,71.0,721.0,591.0,22.2,20.6,21.7,73.0,78.0,73.0,611.0,0.0,506.0,687.0,0.0,195.0
24.4,64.0,885.0,787.0,22.2,20.0,23.3,68.0,84.0,66.0,416.0,0.0,867.0,467.0,0.0,697.0
23.3,69.0,947.0,815.0,21.1,18.9,22.8,68.0,84.0,71.0,145.0,0.0,935.0,66.0,0.0,791.0
23.3,66.0,943.0,783.0,20.6,20.0,22.8,73.0,81.0,68.0,6.0,0.0,937.0,20.0,0.0,795.0
22.8,71.0,833.0,606.0,20.6,19.4,22.2,75.0,84.0,71.0,0.0,0.0,885.0,0.0,0.0,813.0
22.8,71.0,768.0,747.0,20.6,19.4,21.7,78.0,84.0,73.0,0.0,0.0,768.0,0.0,0.0,766.0
22.2,73.0,611.0,687.0,20.6,19.4,21.1,78.0,81.0,76.0,0.0,0.0,604.0,0.0,0.0,544.0
22.2,68.0,416.0,467.0,20.0,19.0,20.0,84.0,83.0,81.0,0.0,0.0,204.0,0.0,0.0,46.0
21.1,68.0,145.0,66.0,18.9,19.4,19.4,84.0,81.0,84.0,0.0,6.0,104.0,0.0,0.0,0.0
20.6,73.0,6.0,20.0,20.0,19.4,18.9,81.0,81.0,84.0,0.0,48.0,4.0,0.0,0.0,0.0
20.6,75.0,0.0,0.0,19.4,20.0,18.3,84.0,81.0,87.0,0.0,103.0,0.0,0.0,0.0,0.0
20.6,78.0,0.0,0.0,19.4,20.6,18.3,84.0,78.0,87.0,0.0,285.0,0.0,0.0,58.0,0.0
20.6,78.0,0.0,0.0,19.4,21.7,18.3,81.0,73.0,90.0,0.0,506.0,0.0,0.0,195.0,0.0
20.0,84.0,0.0,0.0,19.0,23.3,20.0,83.0,66.0,78.0,0.0,867.0,0.0,0.0,697.0,0.0
18.9,84.0,0.0,0.0,19.4,22.8,18.3,81.0,71.0,84.0,6.0,935.0,0.0,0.0,791.0,0.0
20.0,81.0,0.0,0.0,19.4,22.8,18.9,81.0,68.0,84.0,48.0,937.0,0.0,0.0,795.0,0.0
19.4,84.0,0.0,0.0,20.0,22.2,18.3,81.0,71.0,84.0,103.0,885.0,0.0,0.0,813.0,0.0
19.4,84.0,0.0,0.0,20.6,21.7,18.3,78.0,73.0,87.0,285.0,768.0,0.0,58.0,766.0,0.0
19.4,81.0,0.0,0.0,21.7,21.1,18.9,73.0,76.0,84.0,506.0,604.0,0.0,195.0,544.0,0.0
19.0,83.0,0.0,0.0,23.3,20.0,18.3,66.0,81.0,84.0,867.0,204.0,0.0,697.0,46.0,0.0
19.4,81.0,6.0,0.0,22.8,19.4,18.9,71.0,84.0,81.0,935.0,104.0,3.0,791.0,0.0,0.0
19.4,81.0,48.0,0.0,22.8,18.9,19.4,68.0,84.0,79.0,937.0,4.0,51.0,795.0,0.0,0.0
20.0,81.0,103.0,0.0,22.2,18.3,20.6,71.0,87.0,75.0,885.0,0.0,131.0,813.0,0.0,0.0
20.6,78.0,285.0,58.0,21.7,18.3,20.6,73.0,87.0,75.0,768.0,0.0,462.0,766.0,0.0,262.0
21.7,73.0,506.0,195.0,21.1,18.3,21.1,76.0,90.0,73.0,604.0,0.0,699.0,544.0,0.0,562.0
23.3,66.0,867.0,697.0,20.0,20.0,21.7,81.0,78.0,70.0,204.0,0.0,885.0,46.0,0.0,787.0
22.8,71.0,935.0,791.0,19.4,18.3,21.7,84.0,84.0,68.0,104.0,0.0,941.0,0.0,0.0,815.0
22.8,68.0,937.0,795.0,18.9,18.9,22.2,84.0,84.0,68.0,4.0,0.0,944.0,0.0,0.0,820.0
22.2,71.0,885.0,813.0,18.3,18.3,21.7,87.0,84.0,73.0,0.0,0.0,885.0,0.0,0.0,813.0
21.7,73.0,768.0,766.0,18.3,18.3,21.7,87.0,87.0,70.0,0.0,0.0,762.0,0.0,0.0,766.0
21.1,76.0,604.0,544.0,18.3,18.9,21.1,90.0,84.0,73.0,0.0,0.0,605.0,0.0,0.0,688.0
20.0,81.0,204.0,46.0,20.0,18.3,20.0,78.0,84.0,78.0,0.0,0.0,411.0,0.0,0.0,554.0
19.4,84.0,104.0,0.0,18.3,18.9,19.4,84.0,81.0,79.0,0.0,3.0,212.0,0.0,0.0,260.0
18.9,84.0,4.0,0.0,18.9,19.4,18.9,84.0,79.0,78.0,0.0,51.0,7.0,0.0,0.0,70.0
18.3,87.0,0.0,0.0,18.3,20.6,18.9,84.0,75.0,78.0,0.0,131.0,0.0,0.0,0.0,0.0
18.3,87.0,0.0,0.0,18.3,20.6,19.4,87.0,75.0,76.0,0.0,462.0,0.0,0.0,262.0,0.0
18.3,90.0,0.0,0.0,18.9,21.1,18.9,84.0,73.0,81.0,0.0,699.0,0.0,0.0,562.0,0.0
20.0,78.0,0.0,0.0,18.3,21.7,20.0,84.0,70.0,76.0,0.0,885.0,0.0,0.0,787.0,0.0
18.3,84.0,0.0,0.0,18.9,21.7,18.9,81.0,68.0,75.0,3.0,941.0,0.0,0.0,815.0,0.0
18.9,84.0,0.0,0.0,19.4,22.2,18.3,79.0,68.0,81.0,51.0,944.0,0.0,0.0,820.0,0.0
18.3,84.0,0.0,0.0,20.6,21.7,18.3,75.0,73.0,84.0,131.0,885.0,0.0,0.0,813.0,0.0
18.3,87.0,0.0,0.0,20.6,21.7,17.8,75.0,70.0,84.0,462.0,762.0,0.0,262.0,766.0,0.0
18.9,84.0,0.0,0.0,21.1,21.1,17.8,73.0,73.0,84.0,699.0,605.0,0.0,562.0,688.0,0.0
18.3,84.0,0.0,0.0,21.7,20.0,17.2,70.0,78.0,87.0,885.0,411.0,0.0,787.0,554.0,0.0
18.9,81.0,3.0,0.0,21.7,19.4,17.8,68.0,79.0,84.0,941.0,212.0,12.0,815.0,260.0,89.0
19.4,79.0,51.0,0.0,22.2,18.9,19.4,68.0,78.0,79.0,944.0,7.0,182.0,820.0,70.0,443.0
20.6,75.0,131.0,0.0,21.7,18.9,20.0,73.0,78.0,81.0,885.0,0.0,393.0,813.0,0.0,628.0
20.6,75.0,462.0,262.0,21.7,19.4,21.1,70.0,76.0,73.0,762.0,0.0,596.0,766.0,0.0,735.0
21.1,73.0,699.0,562.0,21.1,18.9,22.2,73.0,81.0,66.0,605.0,0.0,759.0,688.0,0.0,792.0
21.7,70.0,885.0,787.0,20.0,20.0,22.8,78.0,76.0,59.0,411.0,0.0,879.0,554.0,0.0,810.0
21.7,68.0,941.0,815.0,19.4,18.9,22.2,79.0,75.0,64.0,212.0,0.0,941.0,260.0,0.0,797.0
22.2,68.0,944.0,820.0,18.9,18.3,22.2,78.0,81.0,57.0,7.0,0.0,870.0,70.0,0.0,566.0
21.7,73.0,885.0,813.0,18.9,18.3,22.2,78.0,84.0,61.0,0.0,0.0,879.0,0.0,0.0,758.0
21.7,70.0,762.0,766.0,19.4,17.8,22.2,76.0,84.0,59.0,0.0,0.0,729.0,0.0,0.0,668.0
21.1,73.0,605.0,688.0,18.9,17.8,22.2,81.0,84.0,59.0,0.0,0.0,584.0,0.0,0.0,638.0
20.0,78.0,411.0,554.0,20.0,17.2,21.1,76.0,87.0,66.0,0.0,0.0,352.0,0.0,0.0,430.0
19.4,79.0,212.0,260.0,18.9,17.8,20.6,75.0,84.0,68.0,0.0,12.0,186.0,0.0,89.0,246.0
18.9,78.0,7.0,70.0,18.3,19.4,19.4,81.0,79.0,70.0,0.0,182.0,5.0,0.0,443.0,62.0
18.9,78.0,0.0,0.0,18.3,20.0,19.4,84.0,81.0,68.0,0.0,393.0,0.0,0.0,628.0,0.0
19.4,76.0,0.0,0.0,17.8,21.1,20.0,84.0,73.0,68.0,0.0,596.0,0.0,0.0,735.0,0.0
18.9,81.0,0.0,0.0,17.8,22.2,19.4,84.0,66.0,70.0,0.0,759.0,0.0,0.0,792.0,0.0
20.0,76.0,0.0,0.0,17.2,22.8,18.9,87.0,59.0,84.0,0.0,879.0,0.0,0.0,810.0,0.0
18.9,75.0,0.0,0.0,17.8,22.2,18.9,84.0,64.0,73.0,12.0,941.0,0.0,89.0,797.0,0.0
18.3,81.0,0.0,0.0,19.4,22.2,18.9,79.0,57.0,78.0,182.0,870.0,0.0,443.0,566.0,0.0
18.3,84.0,0.0,0.0,20.0,22.2,19.4,81.0,61.0,73.0,393.0,879.0,0.0,628.0,758.0,0.0
17.8,84.0,0.0,0.0,21.1,22.2,18.9,73.0,59.0,78.0,596.0,729.0,0.0,735.0,668.0,0.0
17.8,84.0,0.0,0.0,22.2,22.2,17.8,66.0,59.0,78.0,759.0,584.0,0.0,792.0,638.0,0.0
17.2,87.0,0.0,0.0,22.8,21.1,18.3,59.0,66.0,84.0,879.0,352.0,0.0,810.0,430.0,0.0
17.8,84.0,12.0,89.0,22.2,20.6,18.9,64.0,68.0,84.0,941.0,186.0,9.0,797.0,246.0,74.0
19.4,79.0,182.0,443.0,22.2,19.4,20.6,57.0,70.0,75.0,870.0,5.0,134.0,566.0,62.0,175.0
20.0,81.0,393.0,628.0,22.2,19.4,20.0,61.0,68.0,78.0,879.0,0.0,393.0,758.0,0.0,538.0
21.1,73.0,596.0,735.0,22.2,20.0,20.6,59.0,68.0,70.0,729.0,0.0,523.0,668.0,0.0,467.0
22.2,66.0,759.0,792.0,22.2,19.4,21.1,59.0,70.0,71.0,584.0,0.0,759.0,638.0,0.0,709.0
22.8,59.0,879.0,810.0,21.1,18.9,21.7,66.0,84.0,66.0,352.0,0.0,804.0,430.0,0.0,602.0
22.2,64.0,941.0,797.0,20.6,18.9,20.6,68.0,73.0,73.0,186.0,0.0,941.0,246.0,0.0,773.0
22.2,57.0,870.0,566.0,19.4,18.9,22.2,70.0,78.0,57.0,5.0,0.0,858.0,62.0,0.0,603.0
22.2,61.0,879.0,758.0,19.4,19.4,21.7,68.0,73.0,63.0,0.0,0.0,879.0,0.0,0.0,789.0
22.2,59.0,729.0,668.0,20.0,18.9,21.1,68.0,78.0,61.0,0.0,0.0,756.0,0.0,0.0,766.0
22.2,59.0,584.0,638.0,19.4,17.8,21.1,70.0,78.0,63.0,0.0,0.0,592.0,0.0,0.0,682.0
21.1,66.0,352.0,430.0,18.9,18.3,20.6,84.0,84.0,63.0,0.0,0.0,397.0,0.0,0.0,523.0
20.6,68.0,186.0,246.0,18.9,18.9,20.6,73.0,84.0,65.0,0.0,9.0,175.0,0.0,74.0,189.0
19.4,70.0,5.0,62.0,18.9,20.6,19.4,78.0,75.0,73.0,0.0,134.0,4.0,0.0,175.0,45.0
19.4,68.0,0.0,0.0,19.4,20.0,19.4,73.0,78.0,73.0,0.0,393.0,0.0,0.0,538.0,0.0
20.0,68.0,0.0,0.0,18.9,20.6,19.4,78.0,70.0,76.0,0.0,523.0,0.0,0.0,467.0,0.0
19.4,70.0,0.0,0.0,17.8,21.1,19.4,78.0,71.0,79.0,0.0,759.0,0.0,0.0,709.0,0.0
18.9,84.0,0.0,0.0,18.3,21.7,18.9,84.0,66.0,78.0,0.0,804.0,0.0,0.0,602.0,0.0
18.9,73.0,0.0,0.0,18.9,20.6,18.9,84.0,73.0,75.0,9.0,941.0,0.0,74.0,773.0,0.0
18.9,78.0,0.0,0.0,20.6,22.2,18.9,75.0,57.0,78.0,134.0,858.0,0.0,175.0,603.0,0.0
19.4,73.0,0.0,0.0,20.0,21.7,18.3,78.0,63.0,84.0,393.0,879.0,0.0,538.0,789.0,0.0
18.9,78.0,0.0,0.0,20.6,21.1,18.9,70.0,61.0,81.0,523.0,756.0,0.0,467.0,766.0,0.0
17.8,78.0,0.0,0.0,21.1,21.1,18.3,71.0,63.0,84.0,759.0,592.0,0.0,709.0,682.0,0.0
18.3,84.0,0.0,0.0,21.7,20.6,17.8,66.0,63.0,87.0,804.0,397.0,0.0,602.0,523.0,0.0
18.9,84.0,9.0,74.0,20.6,20.6,18.3,73.0,65.0,84.0,941.0,175.0,8.0,773.0,189.0,57.0
20.6,75.0,134.0,175.0,22.2,19.4,20.0,57.0,73.0,78.0,858.0,4.0,148.0,603.0,45.0,288.0
20.0,78.0,393.0,538.0,21.7,19.4,20.6,63.0,73.0,78.0,879.0,0.0,383.0,789.0,0.0,583.0
20.6,70.0,523.0,467.0,21.1,19.4,21.1,61.0,76.0,73.0,756.0,0.0,570.0,766.0,0.0,647.0
21.1,71.0,759.0,709.0,21.1,19.4,20.6,63.0,79.0,73.0,592.0,0.0,688.0,682.0,0.0,562.0
21.7,66.0,804.0,602.0,20.6,18.9,21.1,63.0,78.0,71.0,397.0,0.0,873.0,523.0,0.0,757.0
20.6,73.0,941.0,773.0,20.6,18.9,22.2,65.0,75.0,59.0,175.0,0.0,935.0,189.0,0.0,815.0
22.2,57.0,858.0,603.0,19.4,18.9,22.2,73.0,78.0,59.0,4.0,0.0,938.0,45.0,0.0,820.0
21.7,63.0,879.0,789.0,19.4,18.3,21.7,73.0,84.0,59.0,0.0,0.0,873.0,0.0,0.0,807.0
21.1,61.0,756.0,766.0,19.4,18.9,21.7,76.0,81.0,59.0,0.0,0.0,757.0,0.0,0.0,760.0
21.1,63.0,592.0,682.0,19.4,18.3,22.2,79.0,84.0,55.0,0.0,0.0,571.0,0.0,0.0,658.0
20.6,63.0,397.0,523.0,18.9,17.8,21.7,78.0,87.0,57.0,0.0,0.0,364.0,0.0,0.0,404.0
20.6,65.0,175.0,189.0,18.9,18.3,20.6,75.0,84.0,63.0,0.0,8.0,164.0,0.0,57.0,139.0
19.4,73.0,4.0,45.0,18.9,20.0,19.4,78.0,78.0,70.0,0.0,148.0,3.0,0.0,288.0,31.0
19.4,73.0,0.0,0.0,18.3,20.6,19.4,84.0,78.0,73.0,0.0,383.0,0.0,0.0,583.0,0.0
19.4,76.0,0.0,0.0,18.9,21.1,19.4,81.0,73.0,70.0,0.0,570.0,0.0,0.0,647.0,0.0
19.4,79.0,0.0,0.0,18.3,20.6,19.4,84.0,73.0,73.0,0.0,688.0,0.0,0.0,562.0,0.0
18.9,78.0,0.0,0.0,17.8,21.1,19.4,87.0,71.0,76.0,0.0,873.0,0.0,0.0,757.0,0.0
18.9,75.0,0.0,0.0,18.3,22.2,17.2,84.0,59.0,87.0,8.0,935.0,0.0,57.0,815.0,0.0
18.9,78.0,0.0,0.0,20.0,22.2,18.9,78.0,59.0,75.0,148.0,938.0,0.0,288.0,820.0,0.0
18.3,84.0,0.0,0.0,20.6,21.7,18.3,78.0,59.0,78.0,383.0,873.0,0.0,583.0,807.0,0.0
18.9,81.0,0.0,0.0,21.1,21.7,18.3,73.0,59.0,76.0,570.0,757.0,0.0,647.0,760.0,0.0
18.3,84.0,0.0,0.0,20.6,22.2,17.8,73.0,55.0,78.0,688.0,571.0,0.0,562.0,658.0,0.0
17.8,87.0,0.0,0.0,21.1,21.7,17.8,71.0,57.0,78.0,873.0,364.0,0.0,757.0,404.0,0.0
18.3,84.0,8.0,57.0,22.2,20.6,17.8,59.0,63.0,87.0,935.0,164.0,8.0,815.0,139.0,67.0
20.0,78.0,148.0,288.0,22.2,19.4,18.9,59.0,70.0,81.0,938.0,3.0,161.0,820.0,31.0,389.0
20.6,78.0,383.0,583.0,21.7,19.4,20.0,59.0,73.0,76.0,873.0,0.0,368.0,807.0,0.0,565.0
21.1,73.0,570.0,647.0,21.7,19.4,21.7,59.0,70.0,70.0,757.0,0.0,564.0,760.0,0.0,647.0
20.6,73.0,688.0,562.0,22.2,19.4,20.6,55.0,73.0,73.0,571.0,0.0,737.0,658.0,0.0,703.0
21.1,71.0,873.0,757.0,21.7,19.4,21.7,57.0,76.0,70.0,364.0,0.0,873.0,404.0,0.0,792.0
22.2,59.0,935.0,815.0,20.6,17.2,21.1,63.0,87.0,71.0,164.0,0.0,935.0,139.0,0.0,815.0
