 dm	 m	 h	G_Dh	G_h	 Ta	 FF	 DD	 RH	RR	N
 19	 1	 16	90	377	23.8	7.4	344	24	0.0	0
 19	 1	 17	103	206	22.0	6.9	3	27	0.0	5
 19	 1	 18	20	20	19.0	7.4	41	34	0.0	5
 19	 1	 19	0	0	17.6	6.9	341	45	0.0	5
 19	 1	 20	0	0	16.1	7.2	1	48	0.0	5
 19	 1	 21	0	0	14.7	6.3	324	53	0.0	5
 19	 1	 22	0	0	13.2	6.0	347	56	0.0	5
 19	 1	 23	0	0	11.8	6.5	8	61	0.0	5
 19	 1	 24	0	0	10.4	6.2	331	67	0.0	5
 20	 1	 1	0	0	9.1	5.7	345	76	0.0	5
 20	 1	 2	0	0	7.7	5.6	349	83	0.0	5
 20	 1	 3	0	0	6.2	5.7	24	85	0.0	5
 20	 1	 4	0	0	5.5	4.8	5	89	0.0	5
 20	 1	 5	0	0	4.7	3.4	55	92	0.0	5
 20	 1	 6	0	0	4.1	3.4	141	98	0.0	6
 20	 1	 7	0	0	3.6	2.8	171	100	0.0	6
 20	 1	 8	5	5	3.7	3.6	111	100	0.0	6
 20	 1	 9	85	133	6.8	5.1	156	85	0.0	6
 20	 1	 10	113	330	11.0	4.8	37	65	0.0	2
 20	 1	 11	210	402	14.0	5.3	78	53	0.0	5
 20	 1	 12	207	511	16.8	5.3	111	44	0.0	4
 20	 1	 13	224	567	19.1	5.7	151	37	0.0	4
 20	 1	 14	293	422	19.7	6.7	102	35	0.0	7
 20	 1	 15	228	417	20.0	6.9	41	34	0.0	6
 20	 1	 16	150	332	19.8	7.4	42	35	0.0	4
 20	 1	 17	109	173	18.2	8.4	335	38	0.0	6
 20	 1	 18	13	13	15.6	7.4	328	48	0.0	6
 20	 1	 19	0	0	14.6	5.9	342	57	0.0	6
 20	 1	 20	0	0	13.6	4.6	12	59	0.0	6
 20	 1	 21	0	0	12.6	4.1	127	64	0.0	6
 20	 1	 22	0	0	11.6	3.6	69	70	0.0	6
 20	 1	 23	0	0	10.6	2.7	125	73	0.0	6
 20	 1	 24	0	0	9.6	2.2	141	77	0.0	6
 21	 1	 1	0	0	9.1	2.7	183	81	0.0	6
 21	 1	 2	0	0	8.6	3.2	190	84	0.0	6
 21	 1	 3	0	0	8.1	4.3	157	84	0.0	6
 21	 1	 4	0	0	7.8	5.1	68	86	0.0	6
 21	 1	 5	0	0	7.5	4.8	64	85	0.0	6
 21	 1	 6	0	0	7.3	4.8	358	90	0.0	6
 21	 1	 7	0	0	7.1	4.8	335	90	0.0	7
 21	 1	 8	2	2	7.2	5.3	24	93	0.0	7
 21	 1	 9	76	105	10.0	6.3	360	85	0.0	7
 21	 1	 10	180	234	13.2	6.9	322	64	0.0	7
 21	 1	 11	266	349	16.3	6.9	3	55	0.0	7
 21	 1	 12	303	437	19.2	9.0	320	44	0.0	7
 21	 1	 13	327	470	21.3	12.4	360	39	0.0	7
 21	 1	 14	316	454	22.7	11.3	340	37	0.0	7
 21	 1	 15	293	391	23.4	10.8	330	37	0.0	7
 21	 1	 16	209	265	22.9	9.4	352	39	0.0	7
 21	 1	 17	108	133	21.4	10.1	322	44	0.0	8
 21	 1	 18	5	5	19.0	8.4	19	56	0.0	8
 21	 1	 19	0	0	18.7	7.4	337	67	0.0	8
 21	 1	 20	0	0	18.5	6.9	359	66	0.0	8
 21	 1	 21	0	0	18.2	6.9	345	64	0.0	8
 21	 1	 22	0	0	17.9	6.3	319	64	0.0	8
 21	 1	 23	0	0	17.7	6.9	341	67	0.0	8
 21	 1	 24	0	0	17.4	6.7	13	71	0.0	8
 22	 1	 1	0	0	16.5	8.4	307	86	3.8	8
 22	 1	 2	0	0	17.1	6.7	6	83	0.3	8
 22	 1	 3	0	0	17.0	8.0	348	86	0.0	8
 22	 1	 4	0	0	16.8	6.5	14	85	0.8	8
 22	 1	 5	0	0	16.6	6.5	350	89	1.4	8
 22	 1	 6	0	0	16.9	6.3	348	93	0.0	8
 22	 1	 7	0	0	16.9	4.1	339	90	0.0	8
 22	 1	 8	2	2	17.0	4.1	114	90	0.0	8
 22	 1	 9	29	29	17.7	3.0	174	89	0.0	8
 22	 1	 10	60	60	18.6	3.2	177	83	0.0	8
 22	 1	 11	88	88	19.4	3.0	177	83	0.0	8
 22	 1	 12	107	107	20.1	2.4	147	83	0.0	8
 22	 1	 13	109	109	20.6	2.4	253	83	0.0	8
 22	 1	 14	107	107	20.9	2.2	249	83	0.0	8
 22	 1	 15	88	88	21.1	2.2	258	83	0.0	8
 22	 1	 16	67	67	21.0	3.2	244	68	0.0	8
 22	 1	 17	40	40	20.7	3.4	125	58	0.1	8
 22	 1	 18	5	5	20.2	4.6	123	59	0.0	8
 22	 1	 19	0	0	19.6	5.9	34	74	0.5	8
 22	 1	 20	0	0	19.1	4.8	354	83	0.2	8
 22	 1	 21	0	0	18.5	5.1	13	86	0.0	7
 22	 1	 22	0	0	18.0	4.1	39	86	0.0	7
 22	 1	 23	0	0	17.4	4.3	176	86	0.0	7
 22	 1	 24	0	0	16.9	4.1	100	86	0.0	7
 23	 1	 1	0	0	14.4	3.6	92	87	0.0	7
 23	 1	 2	0	0	11.7	2.7	112	87	0.0	7
 23	 1	 3	0	0	9.1	1.9	130	96	0.0	6
 23	 1	 4	0	0	7.6	2.7	274	98	0.0	6
 23	 1	 5	0	0	6.2	1.7	160	98	0.0	6
 23	 1	 6	0	0	5.2	1.9	217	98	0.0	6
 23	 1	 7	0	0	4.2	1.6	174	93	0.0	6
 23	 1	 8	4	4	4.2	1.4	179	93	0.0	6
 23	 1	 9	90	161	7.6	1.9	283	78	0.0	5
 23	 1	 10	61	345	11.3	2.2	209	58	0.0	0
 23	 1	 11	73	503	14.9	3.2	231	45	0.0	0
 23	 1	 12	96	604	17.9	2.4	176	36	0.0	0
 23	 1	 13	116	642	20.2	2.8	254	28	0.0	0
 23	 1	 14	115	620	21.6	3.0	235	24	0.0	0
 23	 1	 15	92	543	22.1	3.0	176	25	0.0	0
 23	 1	 16	84	399	21.7	2.4	217	26	0.0	0
 23	 1	 17	110	233	20.0	2.4	280	31	0.0	5
 23	 1	 18	26	26	17.2	1.4	273	36	0.0	5
 23	 1	 19	0	0	14.9	0.8	302	44	0.0	5
 23	 1	 20	0	0	12.7	0.6	317	46	0.0	5
 23	 1	 21	0	0	10.4	0.6	297	52	0.0	5
 23	 1	 22	0	0	8.2	0.3	317	62	0.0	5
 23	 1	 23	0	0	5.9	0.4	300	66	0.0	5
 23	 1	 24	0	0	3.7	0.5	311	71	0.0	5
 24	 1	 1	0	0	2.3	0.3	312	81	0.0	5
 24	 1	 2	0	0	0.6	0.3	295	94	0.0	5
 24	 1	 3	0	0	-1.0	0.2	290	96	0.0	5
 24	 1	 4	0	0	-1.9	0.1	308	98	0.0	5
 24	 1	 5	0	0	-2.8	0.2	310	99	0.0	5
 24	 1	 6	0	0	-3.4	0.5	297	95	0.0	5
 24	 1	 7	0	0	-4.1	0.5	322	98	0.0	5
 24	 1	 8	5	5	-4.0	0.8	285	100	0.0	5
 24	 1	 9	94	173	-0.1	0.9	231	84	0.0	5
 24	 1	 10	48	371	4.3	0.9	281	60	0.0	0
 24	 1	 11	54	540	8.4	0.9	285	44	0.0	0
 24	 1	 12	63	659	12.0	0.8	325	32	0.0	0
 24	 1	 13	68	707	14.7	0.9	306	26	0.0	0
 24	 1	 14	67	692	16.5	1.1	311	22	0.0	0
 24	 1	 15	60	605	17.3	1.3	308	21	0.0	0
 24	 1	 16	55	461	17.0	1.7	300	22	0.0	0
 24	 1	 17	130	270	15.2	1.8	207	25	0.0	5
 24	 1	 18	36	36	12.0	1.5	200	31	0.0	5
 24	 1	 19	0	0	10.2	1.3	268	45	0.0	5
 24	 1	 20	0	0	8.4	1.3	273	50	0.0	5
 24	 1	 21	0	0	6.6	1.3	210	51	0.0	5
 24	 1	 22	0	0	4.8	1.3	175	56	0.0	5
 24	 1	 23	0	0	3.1	1.7	175	57	0.0	5
 24	 1	 24	0	0	1.3	1.4	151	62	0.0	5
 25	 1	 1	0	0	0.2	1.7	171	70	0.0	5
 25	 1	 2	0	0	-0.9	1.2	133	72	0.0	5
 25	 1	 3	0	0	-2.1	1.5	207	72	0.0	5
 25	 1	 4	0	0	-2.7	1.1	217	72	0.0	5
 25	 1	 5	0	0	-3.3	1.0	252	78	0.0	5
 25	 1	 6	0	0	-3.8	1.2	207	71	0.0	5
 25	 1	 7	0	0	-4.2	1.5	217	76	0.0	5
 25	 1	 8	5	5	-4.0	1.6	175	76	0.0	5
 25	 1	 9	95	175	0.5	1.4	173	66	0.0	5
 25	 1	 10	49	378	5.6	1.9	216	46	0.0	0
 25	 1	 11	55	549	10.5	1.5	190	33	0.0	0
 25	 1	 12	65	668	14.6	1.9	287	24	0.0	0
 25	 1	 13	70	718	17.8	1.5	178	20	0.0	0
 25	 1	 14	67	697	19.9	1.9	281	18	0.0	0
 25	 1	 15	61	610	20.9	1.8	253	17	0.0	0
 25	 1	 16	53	462	20.7	1.7	240	17	0.0	0
 25	 1	 17	129	269	18.7	2.5	239	20	0.0	5
 25	 1	 18	35	35	15.1	2.2	174	28	0.0	5
 25	 1	 19	0	0	14.0	2.2	229	38	0.0	5
 25	 1	 20	0	0	13.0	1.6	194	42	0.0	5
 25	 1	 21	0	0	11.9	1.5	196	48	0.0	5
 25	 1	 22	0	0	10.9	1.3	238	51	0.0	5
 25	 1	 23	0	0	9.8	1.2	211	56	0.0	5
 25	 1	 24	0	0	8.8	1.3	210	60	0.0	5
 26	 1	 1	0	0	8.1	1.0	218	60	0.0	5
 26	 1	 2	0	0	7.5	1.0	236	65	0.0	5
 26	 1	 3	0	0	7.0	2.1	277	68	0.0	5
 26	 1	 4	0	0	6.7	2.4	178	71	0.0	5
 26	 1	 5	0	0	6.5	1.1	117	72	0.0	5
 26	 1	 6	0	0	6.4	0.9	218	81	0.0	5
 26	 1	 7	0	0	6.3	1.2	246	85	0.0	5
 26	 1	 8	5	5	6.6	1.2	201	82	0.0	5
 26	 1	 9	91	165	10.6	1.3	199	67	0.0	5
 26	 1	 10	58	355	15.1	1.9	186	45	0.0	0
 26	 1	 11	69	517	19.3	2.7	189	36	0.0	0
 26	 1	 12	74	637	23.0	3.0	109	29	0.0	0
 26	 1	 13	75	692	26.0	4.6	103	24	0.0	0
 26	 1	 14	68	683	28.1	3.9	33	21	0.0	0
 26	 1	 15	60	598	27.6	4.8	148	22	0.0	0
 26	 1	 16	51	448	27.6	4.6	63	22	0.0	0
 26	 1	 17	121	260	27.7	4.3	87	21	0.0	4
 26	 1	 18	35	35	24.9	5.3	90	27	0.0	4
 26	 1	 19	0	0	24.1	5.6	12	36	0.0	5
 26	 1	 20	0	0	23.3	4.6	359	37	0.0	5
 26	 1	 21	0	0	22.5	4.1	20	40	0.0	5
 26	 1	 22	0	0	21.7	3.4	24	43	0.0	5
 26	 1	 23	0	0	20.9	2.5	87	46	0.0	6
 26	 1	 24	0	0	20.1	3.0	147	49	0.0	6
 27	 1	 1	0	0	18.8	3.9	91	51	0.0	6
 27	 1	 2	0	0	17.5	4.6	90	55	0.0	6
 27	 1	 3	0	0	16.2	4.3	17	63	0.0	7
 27	 1	 4	0	0	15.5	5.6	11	66	0.0	7
 27	 1	 5	0	0	14.8	6.0	5	72	0.0	7
 27	 1	 6	0	0	14.3	6.3	336	74	0.0	7
 27	 1	 7	0	0	13.9	6.7	347	75	0.0	8
 27	 1	 8	2	2	13.9	6.9	350	74	0.0	8
 27	 1	 9	14	14	14.1	6.7	345	71	0.0	8
 27	 1	 10	31	31	14.4	7.4	353	66	0.0	8
 27	 1	 11	46	46	14.7	7.2	346	66	0.0	8
 27	 1	 12	55	55	14.9	6.9	333	67	0.0	8
 27	 1	 13	60	60	15.1	7.7	359	66	0.0	8
 27	 1	 14	303	413	17.3	8.4	337	60	0.0	7
 27	 1	 15	296	355	18.6	8.4	345	56	0.0	8
 27	 1	 16	224	276	19.3	7.7	359	55	0.0	8
 27	 1	 17	118	163	19.3	7.2	349	54	0.0	7
 27	 1	 18	22	22	18.5	9.4	329	55	0.0	7
 27	 1	 19	0	0	17.2	10.1	348	57	0.0	7
 27	 1	 20	0	0	15.9	8.4	348	63	0.0	7
 27	 1	 21	0	0	14.6	7.7	359	65	0.0	7
 27	 1	 22	0	0	13.3	7.2	10	67	0.0	7
 27	 1	 23	0	0	12.0	8.4	327	72	0.0	7
 27	 1	 24	0	0	10.7	7.7	343	77	0.0	7
 28	 1	 1	0	0	9.5	8.4	338	82	0.0	7
 28	 1	 2	0	0	8.4	6.9	14	88	0.0	7
 28	 1	 3	0	0	7.2	7.4	344	92	0.0	8
 28	 1	 4	0	0	6.5	7.4	337	93	0.0	8
 28	 1	 5	0	0	5.9	8.4	327	94	0.0	8
 28	 1	 6	0	0	5.5	10.5	351	83	0.0	8
 28	 1	 7	0	0	5.0	9.0	351	84	0.0	8
 28	 1	 8	7	7	5.3	8.4	343	83	0.0	8
 28	 1	 9	77	83	7.1	9.0	326	76	0.0	8
 28	 1	 10	183	231	10.0	7.7	9	59	0.0	7
 28	 1	 11	270	349	12.9	6.3	320	45	0.0	7
 28	 1	 12	300	371	14.8	5.7	25	40	0.0	8
 28	 1	 13	327	431	16.6	6.0	89	41	0.0	7
 28	 1	 14	330	420	17.7	5.3	50	37	0.0	7
 28	 1	 15	274	346	18.1	5.9	83	35	0.0	7
 28	 1	 16	196	212	17.4	5.7	58	36	0.0	8
 28	 1	 17	119	169	16.5	5.1	19	39	0.0	7
 28	 1	 18	10	10	14.5	4.1	153	45	0.0	6
 28	 1	 19	0	0	13.5	4.6	140	51	0.0	6
 28	 1	 20	0	0	12.4	5.9	138	55	0.0	6
 28	 1	 21	0	0	11.3	5.6	4	62	0.0	6
 28	 1	 22	0	0	10.3	3.9	24	66	0.0	6
 28	 1	 23	0	0	9.2	4.6	127	71	0.0	6
 28	 1	 24	0	0	8.1	3.9	132	75	0.0	6
 29	 1	 1	0	0	7.4	3.4	121	74	0.0	6
 29	 1	 2	0	0	6.6	4.1	141	74	0.0	6
 29	 1	 3	0	0	5.8	4.8	88	76	0.0	6
 29	 1	 4	0	0	5.3	5.6	86	78	0.0	6
 29	 1	 5	0	0	4.9	3.9	32	80	0.0	5
 29	 1	 6	0	0	4.6	3.2	81	78	0.0	5
 29	 1	 7	0	0	4.3	3.0	177	82	0.0	5
 29	 1	 8	8	8	4.7	4.1	142	86	0.0	5
 29	 1	 9	82	139	8.2	4.6	100	78	0.0	5
 29	 1	 10	139	282	11.8	4.8	30	62	0.0	5
 29	 1	 11	212	416	15.4	5.1	88	50	0.0	5
 29	 1	 12	253	499	18.5	4.8	85	46	0.0	5
 29	 1	 13	272	561	21.0	3.9	147	39	0.0	5
 29	 1	 14	191	585	23.0	4.6	170	33	0.0	3
 29	 1	 15	157	523	24.1	4.8	106	33	0.0	2
 29	 1	 16	174	404	24.2	4.1	108	33	0.0	4
 29	 1	 17	120	136	22.0	4.1	175	39	0.0	8
 29	 1	 18	19	19	19.1	5.3	177	46	0.0	8
 29	 1	 19	0	0	18.5	4.3	72	58	0.0	8
 29	 1	 20	0	0	17.9	3.6	149	61	0.0	8
 29	 1	 21	0	0	17.3	2.8	140	66	0.0	8
 29	 1	 22	0	0	16.7	2.8	105	70	0.0	8
 29	 1	 23	0	0	16.0	3.9	134	75	0.0	8
 29	 1	 24	0	0	15.4	5.1	74	85	0.0	8
 30	 1	 1	0	0	14.8	6.5	356	87	1.1	8
 30	 1	 2	0	0	14.0	6.3	318	92	2.6	8
 30	 1	 3	0	0	13.9	5.6	335	90	0.7	8
 30	 1	 4	0	0	13.7	5.9	26	98	0.1	8
 30	 1	 5	0	0	13.4	5.1	358	97	0.1	8
 30	 1	 6	0	0	13.2	3.6	12	98	0.0	8
 30	 1	 7	0	0	13.0	3.9	144	98	0.0	8
 30	 1	 8	2	2	13.1	3.4	140	98	0.0	8
 30	 1	 9	25	25	13.5	3.9	135	98	0.0	8
 30	 1	 10	52	52	14.0	3.4	134	97	0.0	8
 30	 1	 11	73	73	14.5	2.8	128	97	0.0	8
 30	 1	 12	90	90	14.9	2.1	144	97	0.0	8
 30	 1	 13	92	92	15.2	1.7	244	97	0.0	8
 30	 1	 14	109	109	15.5	2.4	250	97	0.0	8
 30	 1	 15	93	93	15.5	2.2	177	96	0.2	8
 30	 1	 16	65	65	15.5	1.8	201	93	0.0	8
 30	 1	 17	42	42	15.2	1.9	281	94	0.0	8
 30	 1	 18	13	13	14.8	2.4	224	94	0.0	8
 30	 1	 19	0	0	14.4	2.5	149	95	0.0	8
 30	 1	 20	0	0	13.2	3.9	166	99	6.5	8
 30	 1	 21	0	0	14.3	2.8	99	98	1.6	8
 30	 1	 22	0	0	14.7	3.6	102	94	0.5	8
 30	 1	 23	0	0	14.9	4.3	96	94	0.3	8
 30	 1	 24	0	0	15.1	3.6	29	98	0.0	8
 31	 1	 1	0	0	15.3	4.8	115	98	0.0	8
 31	 1	 2	0	0	15.6	4.6	1	95	0.0	8
 31	 1	 3	0	0	15.9	5.1	43	95	0.0	8
 31	 1	 4	0	0	16.1	3.6	20	98	0.0	8
 31	 1	 5	0	0	16.3	4.1	171	97	0.0	8
 31	 1	 6	0	0	16.5	3.4	96	97	0.0	8
 31	 1	 7	0	0	16.7	3.0	147	93	0.0	8
 31	 1	 8	2	2	16.9	3.2	98	93	0.0	8
 31	 1	 9	53	53	18.6	3.9	136	88	0.0	8
 31	 1	 10	117	117	20.6	3.6	61	72	0.0	8
 31	 1	 11	167	168	22.4	3.4	168	63	0.0	8
 31	 1	 12	200	202	24.0	3.0	150	56	0.0	8
 31	 1	 13	216	219	25.3	2.1	112	54	0.0	8
 31	 1	 14	209	212	26.2	1.3	204	51	0.0	8
 31	 1	 15	182	183	26.6	1.6	281	51	0.0	8
 31	 1	 16	140	140	26.7	1.5	239	52	0.0	8
 31	 1	 17	80	80	26.1	1.9	261	49	0.0	8
 31	 1	 18	23	23	25.0	2.5	215	49	0.0	8
 31	 1	 19	0	0	24.0	2.8	187	51	0.0	8
 31	 1	 20	0	0	23.0	3.6	140	54	0.0	8
 31	 1	 21	0	0	22.0	3.6	82	56	0.0	8
 31	 1	 22	0	0	21.1	2.4	90	59	0.0	8
 31	 1	 23	0	0	19.8	2.5	173	61	0.0	8
 31	 1	 24	0	0	18.6	2.1	160	65	0.0	8
 1	 2	 1	0	0	17.3	2.1	156	59	0.0	5
 1	 2	 2	0	0	16.1	0.6	93	63	0.0	5
 1	 2	 3	0	0	14.8	2.9	89	69	0.0	5
 1	 2	 4	0	0	14.1	2.7	110	72	0.0	5
 1	 2	 5	0	0	13.4	1.5	42	74	0.0	5
 1	 2	 6	0	0	12.9	2.7	73	72	0.0	5
 1	 2	 7	0	0	12.5	2.5	155	77	0.0	5
 1	 2	 8	7	7	12.7	2.5	191	77	0.0	5
 1	 2	 9	95	179	15.6	3.3	99	64	0.0	5
 1	 2	 10	56	376	18.8	2.3	108	57	0.0	0
 1	 2	 11	65	543	21.8	2.5	78	42	0.0	0
 1	 2	 12	82	653	24.3	3.5	95	37	0.0	0
 1	 2	 13	90	702	26.3	3.5	351	31	0.0	0
 1	 2	 14	93	679	27.6	3.5	25	29	0.0	0
 1	 2	 15	80	596	28.2	5.3	24	28	0.0	0
 1	 2	 16	67	451	28.1	5.3	140	28	0.0	0
 1	 2	 17	55	268	26.9	5.3	130	31	0.0	5
 1	 2	 18	39	82	25.0	6.0	142	38	0.0	5
 1	 2	 19	0	0	23.0	6.3	151	49	0.0	5
 1	 2	 20	0	0	21.7	5.0	147	53	0.0	5
 1	 2	 21	0	0	20.3	4.3	206	56	0.0	5
 1	 2	 22	0	0	18.9	4.5	262	58	0.0	5
 1	 2	 23	0	0	17.6	4.1	236	64	0.0	5
 1	 2	 24	0	0	16.2	3.7	315	67	0.0	5
 2	 2	 1	0	0	14.9	2.5	321	72	0.0	5
 2	 2	 2	0	0	13.5	1.5	251	74	0.0	5
 2	 2	 3	0	0	12.0	1.5	151	78	0.0	5
 2	 2	 4	0	0	11.3	3.5	198	83	0.0	5
 2	 2	 5	0	0	10.5	2.5	250	88	0.0	5
 2	 2	 6	0	0	10.0	2.7	264	88	0.0	5
 2	 2	 7	0	0	9.5	2.7	266	88	0.0	5
 2	 2	 8	6	6	9.6	4.1	207	91	0.0	5
 2	 2	 9	95	177	12.8	5.8	275	78	0.0	5
 2	 2	 10	60	374	16.4	5.5	250	65	0.0	0
 2	 2	 11	73	538	19.7	6.5	214	47	0.0	0
 2	 2	 12	90	650	22.5	6.8	244	41	0.0	0
 2	 2	 13	100	698	24.6	7.7	268	35	0.0	0
 2	 2	 14	101	677	26.0	7.7	322	34	0.0	0
 2	 2	 15	91	591	26.6	6.8	319	35	0.0	0
 2	 2	 16	73	450	26.4	8.4	312	37	0.0	0
 2	 2	 17	59	267	25.1	7.4	309	39	0.0	0
 2	 2	 18	38	81	22.8	5.5	303	46	0.0	0
 2	 2	 19	0	0	20.5	5.5	316	54	0.0	1
 2	 2	 20	0	0	19.2	5.5	246	66	0.0	2
 2	 2	 21	0	0	17.9	3.5	273	72	0.0	2
 2	 2	 22	0	0	16.7	2.7	262	73	0.0	2
 2	 2	 23	0	0	15.4	2.3	251	77	0.0	3
 2	 2	 24	0	0	14.1	0.8	221	80	0.0	4
 3	 2	 1	0	0	13.2	1.7	175	82	0.0	4
 3	 2	 2	0	0	12.3	1.3	157	83	0.0	4
 3	 2	 3	0	0	11.4	0.6	61	85	0.0	5
 3	 2	 4	0	0	10.9	0.4	348	84	0.0	6
 3	 2	 5	0	0	10.5	0.3	53	85	0.0	6
 3	 2	 6	0	0	10.2	0.7	119	88	0.0	6
 3	 2	 7	0	0	9.9	0.8	135	90	0.0	7
 3	 2	 8	2	2	10.0	0.8	133	89	0.0	8
 3	 2	 9	78	81	11.5	1.3	202	79	0.0	8
 3	 2	 10	31	31	11.4	1.9	149	79	0.0	8
 3	 2	 11	55	55	11.5	1.3	84	77	0.0	8
 3	 2	 12	245	266	13.3	1.1	58	68	0.0	8
 3	 2	 13	153	153	13.7	0.8	154	62	0.0	8
 3	 2	 14	149	149	14.0	1.1	229	59	0.0	8
 3	 2	 15	260	484	15.8	0.9	124	53	0.0	5
 3	 2	 16	146	526	17.4	1.5	82	47	0.0	0
 3	 2	 17	56	313	17.9	2.3	1	45	0.0	0
 3	 2	 18	32	95	17.2	1.7	7	50	0.0	0
 3	 2	 19	0	0	16.2	1.7	13	51	0.0	1
 3	 2	 20	0	0	14.6	0.8	2	52	0.0	1
 3	 2	 21	0	0	13.1	1.3	33	54	0.0	2
 3	 2	 22	0	0	11.5	1.3	100	53	0.0	2
 3	 2	 23	0	0	10.0	0.6	66	59	0.0	3
 3	 2	 24	0	0	8.5	1.7	156	63	0.0	3
 4	 2	 1	0	0	6.9	1.3	66	71	0.0	4
 4	 2	 2	0	0	5.2	1.7	147	79	0.0	4
 4	 2	 3	0	0	3.5	2.3	40	85	0.0	4
 4	 2	 4	0	0	2.6	2.3	77	87	0.0	5
 4	 2	 5	0	0	1.6	2.5	131	89	0.0	5
 4	 2	 6	0	0	1.0	1.7	56	93	0.0	6
 4	 2	 7	0	0	0.3	1.7	4	98	0.0	6
 4	 2	 8	2	2	0.3	2.5	158	97	0.0	7
 4	 2	 9	89	113	2.2	2.7	98	89	0.0	7
 4	 2	 10	196	243	4.3	2.5	90	84	0.0	7
 4	 2	 11	262	322	6.0	2.9	249	73	0.0	8
 4	 2	 12	295	499	8.2	5.8	326	62	0.0	6
 4	 2	 13	255	588	10.2	5.0	322	58	0.0	4
 4	 2	 14	273	564	11.5	5.3	243	54	0.0	5
 4	 2	 15	161	553	12.4	5.0	110	47	0.0	1
 4	 2	 16	104	434	12.5	4.3	96	45	0.0	0
 4	 2	 17	77	261	11.7	4.7	102	48	0.0	0
 4	 2	 18	38	81	10.0	4.7	128	55	0.0	0
 4	 2	 19	0	0	8.2	3.1	118	60	0.0	1
 4	 2	 20	0	0	7.2	1.3	127	68	0.0	1
 4	 2	 21	0	0	6.2	1.5	59	73	0.0	1
 4	 2	 22	0	0	5.3	2.1	40	72	0.0	1
 4	 2	 23	0	0	4.3	1.9	350	73	0.0	2
 4	 2	 24	0	0	3.3	1.3	343	77	0.0	2
 5	 2	 1	0	0	2.9	1.1	347	79	0.0	2
 5	 2	 2	0	0	2.5	1.1	359	84	0.0	3
 5	 2	 3	0	0	2.1	3.7	8	88	0.0	3
 5	 2	 4	0	0	1.9	4.5	26	90	0.0	3
 5	 2	 5	0	0	1.8	3.3	0	90	0.0	4
 5	 2	 6	0	0	1.7	3.3	6	96	0.0	4
 5	 2	 7	0	0	1.5	3.9	61	98	0.0	4
 5	 2	 8	8	8	1.9	3.5	53	96	0.0	4
 5	 2	 9	98	178	5.7	3.1	158	82	0.0	5
 5	 2	 10	70	374	9.8	3.3	255	55	0.0	0
 5	 2	 11	94	532	13.6	3.7	271	41	0.0	0
 5	 2	 12	103	652	16.9	4.3	256	32	0.0	0
 5	 2	 13	123	695	19.5	5.0	210	26	0.0	0
 5	 2	 14	108	686	21.3	5.8	258	23	0.0	0
 5	 2	 15	87	609	22.2	6.8	257	22	0.0	0
 5	 2	 16	62	475	22.3	6.0	254	22	0.0	0
 5	 2	 17	53	291	21.0	5.0	157	26	0.0	0
 5	 2	 18	40	98	18.6	5.0	208	30	0.0	0
 5	 2	 19	0	0	16.1	4.7	229	37	0.0	1
 5	 2	 20	0	0	14.9	4.5	148	48	0.0	1
 5	 2	 21	0	0	13.7	3.9	223	48	0.0	2
 5	 2	 22	0	0	12.6	3.7	19	53	0.0	2
 5	 2	 23	0	0	11.4	3.7	81	55	0.0	3
 5	 2	 24	0	0	10.3	2.9	79	61	0.0	3
 6	 2	 1	0	0	9.0	3.3	359	65	0.0	3
 6	 2	 2	0	0	7.6	3.7	4	68	0.0	4
 6	 2	 3	0	0	6.3	5.0	13	78	0.0	4
 6	 2	 4	0	0	5.6	5.0	338	85	0.0	5
 6	 2	 5	0	0	4.9	3.3	354	88	0.0	5
 6	 2	 6	0	0	4.5	2.3	360	94	0.0	6
 6	 2	 7	0	0	4.0	1.9	9	89	0.0	6
 6	 2	 8	8	8	4.2	2.1	44	90	0.0	6
 6	 2	 9	93	124	5.9	1.5	21	82	0.0	7
 6	 2	 10	117	378	8.9	1.5	163	64	0.0	1
 6	 2	 11	164	524	11.5	2.1	140	53	0.0	2
 6	 2	 12	308	413	12.4	3.1	143	50	0.0	7
 6	 2	 13	311	570	13.7	3.5	139	46	0.0	6
 6	 2	 14	305	681	15.1	3.3	264	42	0.0	4
 6	 2	 15	202	216	14.0	4.5	321	45	0.0	8
 6	 2	 16	58	58	12.3	5.3	168	49	0.0	8
 6	 2	 17	41	41	10.8	5.5	155	56	0.0	8
 6	 2	 18	61	80	9.7	4.7	149	63	0.0	8
 6	 2	 19	0	0	8.5	3.1	139	71	0.0	8
 6	 2	 20	0	0	7.9	4.3	156	79	0.0	7
 6	 2	 21	0	0	7.4	3.5	126	81	0.0	7
 6	 2	 22	0	0	6.8	2.5	23	83	0.0	7
 6	 2	 23	0	0	6.2	1.5	149	86	0.0	7
 6	 2	 24	0	0	5.6	2.1	151	86	0.0	6
 7	 2	 1	0	0	5.2	1.7	77	86	0.0	6
 7	 2	 2	0	0	4.9	1.3	358	87	0.0	6
 7	 2	 3	0	0	4.5	2.5	103	86	0.0	6
 7	 2	 4	0	0	4.4	2.5	52	91	0.0	5
 7	 2	 5	0	0	4.2	1.1	79	89	0.0	5
 7	 2	 6	0	0	4.2	1.9	145	92	0.0	5
 7	 2	 7	0	0	4.1	1.7	106	95	0.0	5
 7	 2	 8	9	9	4.5	2.7	176	93	0.0	4
